stage,confidence,iou,preprocessing,tta,line_clustering,line_tolerance,spacing_multiplier,width_multiplier,duplicate_handling,duplicate_iou,flip_strategy,imgsz,sample_count,cer,wer,character_accuracy,word_accuracy,exact_sentence_accuracy,average_latency_ms,median_latency_ms,objective,precision,recall,map50,map50_95,predictions_json
preprocessing,0.5,0.5,clahe,False,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.4127305443094917,0.6071428571428571,0.5872694556905084,0.39285714285714285,0.0,174.26976667290242,159.8189999931492,0.5099367007261744,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihf\nindia\nsciobraille\nisuall impaire\ngreaq project"", ""detections"": 46, ""mean_confidence"": 0.7362431248892909, ""flipped"": false, ""cer"": 0.12280701754385964, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof ingineerwin"", ""detections"": 23, ""mean_confidence"": 0.7172033605368241, ""flipped"": false, ""cer"": 0.11538461538461539, ""wer"": 0.25}]"
preprocessing,0.5,0.5,clahe,True,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.42555105713000446,0.6904761904761904,0.5744489428699956,0.30952380952380953,0.0,395.3078666721315,407.16380000230856,0.5580136238030974,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifqn\nindia\nsciobraille\nisuall impaire\ngreatq project"", ""detections"": 50, ""mean_confidence"": 0.7890464961528778, ""flipped"": false, ""cer"": 0.12280701754385964, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nofd eingineerwin"", ""detections"": 25, ""mean_confidence"": 0.7513699603080749, ""flipped"": false, ""cer"": 0.15384615384615385, ""wer"": 0.5}]"
preprocessing,0.5,0.5,clahe_bilateral,False,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.4057579847053531,0.6547619047619048,0.5942420152946469,0.3452380952380952,0.0,227.21479999988028,221.36280001723208,0.5302599447336289,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihfq\nindi\nsciobraille\nisukally impaire\ngreaq project"", ""detections"": 48, ""mean_confidence"": 0.7819210017720858, ""flipped"": false, ""cer"": 0.14035087719298245, ""wer"": 0.7142857142857143}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof ingineerin"", ""detections"": 22, ""mean_confidence"": 0.7431402152234857, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
preprocessing,0.5,0.5,clahe_bilateral,True,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.42555105713000446,0.6904761904761904,0.5744489428699956,0.30952380952380953,0.0,418.36403332611854,381.3903999980539,0.5580136238030974,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifqn\nindia\nsciobraille\niskually impaire\ngreaqt project"", ""detections"": 52, ""mean_confidence"": 0.8177573428704188, ""flipped"": false, ""cer"": 0.12280701754385964, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nofd eingineerwin"", ""detections"": 25, ""mean_confidence"": 0.796688060760498, ""flipped"": false, ""cer"": 0.15384615384615385, ""wer"": 0.5}]"
preprocessing,0.5,0.5,illumination_normalization,False,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.40688259109311736,0.6547619047619048,0.5931174089068826,0.3452380952380952,0.0,208.3951666718349,193.29029999789782,0.5308222479275111,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihf d\nindia\nsciobraille\nisuall impaire\ngreaq project"", ""detections"": 47, ""mean_confidence"": 0.7649557920212441, ""flipped"": false, ""cer"": 0.10526315789473684, ""wer"": 0.7142857142857143}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof ingineerwin"", ""detections"": 23, ""mean_confidence"": 0.709474846072819, ""flipped"": false, ""cer"": 0.11538461538461539, ""wer"": 0.25}]"
preprocessing,0.5,0.5,illumination_normalization,True,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.41970310391363014,0.6904761904761904,0.5802968960863698,0.30952380952380953,0.0,386.83360000140965,402.7980000246316,0.5550896471949103,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifqnd\nindia\nsciobraille\nisuall impaire\ngreatq project"", ""detections"": 51, ""mean_confidence"": 0.8206370110605278, ""flipped"": false, ""cer"": 0.10526315789473684, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nofd eingineerwin"", ""detections"": 25, ""mean_confidence"": 0.7808570122718811, ""flipped"": false, ""cer"": 0.15384615384615385, ""wer"": 0.5}]"
reconstruction,0.5,0.5,current_production,True,legacy,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,522.2210999927483,539.4395999901462,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.5,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,504.65813333479065,499.434299999848,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,510.0386666696674,506.9221000012476,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.7,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,538.3525333212068,473.0901999864727,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.5,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,507.6521333345833,551.5111999993678,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.7,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,566.9262000010349,552.8795999998692,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,2.0,1.35,model_nms,0.7,benchmark_metadata,640,3,0.3882141250562303,0.6071428571428571,0.6117858749437697,0.39285714285714285,0.0,510.28153332299553,491.9621000008192,0.4976784910995437,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisuallyimpaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.08771929824561403, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,2.2,1.35,model_nms,0.7,benchmark_metadata,640,3,0.41970310391363014,0.9047619047619048,0.5802968960863698,0.09523809523809523,0.0,511.96123334617977,546.9675000058487,0.6622325043377675,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisuallyimpaired\ngreaqtproject"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.10526315789473684, ""wer"": 0.7142857142857143}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmicollege\nofengineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.15384615384615385, ""wer"": 1.0}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_aware,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,540.3661000018474,510.64980000955984,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_agnostic,0.7,benchmark_metadata,640,3,0.35200179937022047,0.46428571428571425,0.6479982006297796,0.5357142857142857,0.0,500.02456666940515,519.4735999975819,0.40814375682796733,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihind\nindia\nsciobraille\nisually impaired\ngreat project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.017543859649122806, ""wer"": 0.14285714285714285}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,model_nms,0.7,never,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,491.9518333335873,484.44639999070205,0.4709449906818328,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": false, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,model_nms,0.7,always,640,3,0.8785425101214575,1.0,0.1214574898785425,0.0,0.0,483.40463332715444,477.41900000255555,0.9392712550607287,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""dnqifhiaj\naidni\nelliarboics\neriapmi yllausi\ntcejorp qtaerg"", ""detections"": 52, ""mean_confidence"": 0.8546605156018183, ""flipped"": true, ""cer"": 0.7894736842105263, ""wer"": 1.0}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""egelloc imd\nniwreenignei fo"", ""detections"": 24, ""mean_confidence"": 0.8315414761503538, ""flipped"": true, ""cer"": 0.8461538461538461, ""wer"": 1.0}]"
reconstruction,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,model_nms,0.7,auto_detection_score,640,3,0.6387764282501124,0.8095238095238096,0.36122357174988756,0.19047619047619047,0.0,998.714266665047,973.1452999985777,0.724150118886961,,,,,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": false, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""egelloc imd\nniwreenignei fo"", ""detections"": 24, ""mean_confidence"": 0.8315414761503538, ""flipped"": true, ""cer"": 0.8461538461538461, ""wer"": 1.0}]"
finalist,0.5,0.5,current_production,False,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.3695456590193433,0.6071428571428571,0.6304543409806568,0.39285714285714285,0.0,263.62903333695914,275.51919998950325,0.48834425808110016,0.959635810202005,0.9069246404513891,0.947241712906712,0.7726916010517962,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihfnd\nindia\nsciobraille\nisually impaire\ngreaq project"", ""detections"": 49, ""mean_confidence"": 0.8209044568392695, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 22, ""mean_confidence"": 0.8170912211591547, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
finalist,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,model_nms,0.7,benchmark_metadata,640,3,0.38236617183985605,0.5595238095238095,0.617633828160144,0.44047619047619047,0.0,508.17963333489996,488.4576000040397,0.4709449906818328,0.9582460504712151,0.9200539211777716,0.9577679623713978,0.6959098085990152,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihifnqd\nindia\nsciobraille\nisually impaired\ngreaqt project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.42857142857142855}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerwin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.07692307692307693, ""wer"": 0.25}]"
finalist,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_agnostic,0.7,benchmark_metadata,640,3,0.35200179937022047,0.46428571428571425,0.6479982006297796,0.5357142857142857,0.0,1835.7453333252731,1775.1970999815967,0.40814375682796733,0.9582460504712151,0.9200539211777716,0.9577679623713978,0.6959098085990152,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihind\nindia\nsciobraille\nisually impaired\ngreat project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.017543859649122806, ""wer"": 0.14285714285714285}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
finalist,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_agnostic,0.7,never,640,3,0.35200179937022047,0.46428571428571425,0.6479982006297796,0.5357142857142857,0.0,1481.6417333398324,1355.3040999977384,0.40814375682796733,0.9582460504712151,0.9200539211777716,0.9577679623713978,0.6959098085990152,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihind\nindia\nsciobraille\nisually impaired\ngreat project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.017543859649122806, ""wer"": 0.14285714285714285}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": false, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
finalist_repeated,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_agnostic,0.7,never,640,3,0.35200179937022047,0.46428571428571425,0.6479982006297796,0.5357142857142857,0.0,1445.4313666663236,1243.948299990734,0.40814375682796733,0.9582460504712151,0.9200539211777716,0.9577679623713978,0.6959098085990152,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihind\nindia\nsciobraille\nisually impaired\ngreat project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.017543859649122806, ""wer"": 0.14285714285714285}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": false, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
finalist_repeated,0.5,0.5,current_production,True,adaptive,0.6,1.8,1.35,class_agnostic,0.7,benchmark_metadata,640,3,0.35200179937022047,0.46428571428571425,0.6479982006297796,0.5357142857142857,0.0,1295.3282777840893,1216.0569000116084,0.40814375682796733,0.9582460504712151,0.9200539211777716,0.9577679623713978,0.6959098085990152,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihind\nindia\nsciobraille\nisually impaired\ngreat project"", ""detections"": 53, ""mean_confidence"": 0.8538882192575706, ""flipped"": false, ""cer"": 0.017543859649122806, ""wer"": 0.14285714285714285}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": true, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 23, ""mean_confidence"": 0.8449740928152333, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
finalist_repeated,0.5,0.5,current_production,False,adaptive,0.6,1.8,1.35,class_agnostic,0.7,never,640,3,0.3695456590193433,0.6071428571428571,0.6304543409806568,0.39285714285714285,0.0,677.8002555592037,712.5972000067122,0.48834425808110016,0.959635810202005,0.9069246404513891,0.947241712906712,0.7726916010517962,"[{""id"": ""scio_known_01"", ""raw_text"": ""jaihfnd\nindia\nsciobraille\nisually impaire\ngreaq project"", ""detections"": 49, ""mean_confidence"": 0.8209044568392695, ""flipped"": false, ""cer"": 0.07017543859649122, ""wer"": 0.5714285714285714}, {""id"": ""dmi_root_01"", ""raw_text"": """", ""detections"": 0, ""mean_confidence"": 0.0, ""flipped"": false, ""cer"": 1.0, ""wer"": 1.0}, {""id"": ""dmi_flipped_01"", ""raw_text"": ""dmi college\nof engineerin"", ""detections"": 22, ""mean_confidence"": 0.8170912211591547, ""flipped"": false, ""cer"": 0.038461538461538464, ""wer"": 0.25}]"
