epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,303.951,0.83398,0.44867,0.86622,0.96005,0.90833,0.94252,0.74565,0.91263,0.46295,0.90829,0.000247093,0.000247093,0.00530523
2,598.506,0.82059,0.43123,0.86369,0.96232,0.90946,0.94219,0.74177,0.92536,0.45833,0.9089,0.000474724,0.000474724,0.000532863
